,weight,total_income,pitax,table_row
80652,20.96207025411061,604188.8626065503,0.0,20
35146,20.96207025411061,604190.6641236262,10687.335089004948,20
96946,20.96207025411061,604208.4025496863,13584.29046989845,20
61838,20.96207025411061,604266.2078867179,18240.442953683414,20
99226,20.96207025411061,604266.2466057399,10350.455581530463,20
23873,20.96207025411061,604273.1513078365,13754.030898888363,20
4472,20.96207025411061,604289.6283987877,9090.42509128165,20
70886,20.96207025411061,604310.6206629329,16521.773044175847,20
8626,20.96207025411061,604390.0452285497,18264.838910024315,20
3044,20.96207025411061,604403.885843218,18267.565511113942,20
11791,20.96207025411061,604412.1754276558,18269.198559248194,20
36356,20.96207025411061,604413.3483334455,18269.429621688767,20
70485,20.96207025411061,604430.1226367236,18272.73415943454,20
76185,20.96207025411061,604464.6609774566,10505.34420873232,20
99457,20.96207025411061,604469.2624357926,18280.44469985115,20
41649,20.96207025411061,604496.4588051353,18285.802384611663,20
51986,20.96207025411061,604498.8220485848,3295.372784521245,20
10406,20.96207025411061,604521.6566219166,17514.44298381554,20
86139,20.96207025411061,604550.9806251352,18296.543183151633,20
69035,20.96207025411061,604554.3568864138,0.0,20
66845,20.96207025411061,604569.4768627262,0.0,20
65993,20.96207025411061,604576.2229845285,18301.51592795211,20
69460,20.96207025411061,604576.5669092289,18301.583681118092,20
24694,20.96207025411061,604580.56291649,15237.136652199668,20
875,20.96207025411061,604588.0695998193,18303.849711164396,20
40433,20.96207025411061,604629.5450416965,18312.020373214225,20
92453,20.96207025411061,604708.9490195296,11235.367090941374,20
76729,20.96207025411061,604720.8504049557,9062.711438320977,20
6736,20.96207025411061,604731.7392839787,13724.569877269518,20
70492,20.96207025411061,604740.2911965002,0.0,20
42998,20.96207025411061,604751.4554915047,14587.965268252447,20
37373,20.96207025411061,604764.6551987699,12445.585147429494,20
32343,20.96207025411061,604786.9502705247,14899.56722945196,20
34474,20.96207025411061,604802.1285144835,12582.69148576834,20
32807,20.96207025411061,604804.3384560507,12777.440992978962,20
18198,20.96207025411061,604843.2222273486,2831.602425317513,20
83411,20.96207025411061,604899.5445629478,18365.21027890072,20
97828,20.96207025411061,604916.554407842,14942.971490199867,20
38529,20.96207025411061,604920.7807723319,18369.39381214937,20
25332,20.96207025411061,604927.1190249514,11225.493949792748,20
40117,20.96207025411061,604938.3935957503,12544.241044667528,20
98929,20.96207025411061,604944.0435183587,18373.976573116663,20
86319,20.96207025411061,604980.9211606175,0.0,20
97289,20.96207025411061,604985.738851524,18382.190553750217,20
83082,20.96207025411061,605029.9881501644,17514.250322427717,20
44466,20.96207025411061,605125.9903571265,11410.307684086569,20
71436,20.96207025411061,605158.1031552788,9836.882640594056,20
96454,20.96207025411061,605195.5091124544,0.0,20
1431,20.96207025411061,605217.2676368947,18427.80172446827,20
12540,20.96207025411061,605230.2236973078,18430.354068369634,20
33583,20.96207025411061,605235.5628422416,13901.826069205395,20
57357,20.96207025411061,605264.9940221786,14934.191978098388,20
32647,20.96207025411061,605317.3010102785,12479.626430608194,20
71617,20.96207025411061,605324.7882609072,9557.479619021928,20
60450,20.96207025411061,605392.4371622767,18462.310120968526,20
15820,20.96207025411061,605418.1190344138,0.0,20
997,20.96207025411061,605438.2225260817,18471.3298376381,20
10679,20.96207025411061,605440.8511455329,18471.84767566999,20
32809,20.96207025411061,605469.3991118995,8808.184038449173,20
86560,20.96207025411061,605506.9670269187,18484.872504302977,20
80586,20.96207025411061,605562.3091045573,12105.442292566877,20
11410,20.96207025411061,605588.136170413,9601.363936287933,20
68079,20.96207025411061,605604.3973615859,18504.066280232422,20
42523,20.96207025411061,605608.202919499,16594.13189685862,20
53146,20.96207025411061,605645.8846013012,18512.239266456338,20
21019,20.96207025411061,605669.5836779675,5052.368789690336,20
19905,20.96207025411061,605698.2538303976,10533.154260665367,20
85777,20.96207025411061,605726.7451939979,18528.168803217588,20
59163,20.96207025411061,605728.4030837289,18528.495407494578,20
34264,20.96207025411061,605756.0712009901,9158.72632129537,20
72260,20.96207025411061,605774.0247412064,16407.03195382138,20
18003,20.96207025411061,605804.6362138398,7767.371809982345,20
8493,20.96207025411061,605808.4694958072,3603.0715651421597,20
31969,20.96207025411061,605824.8343545225,18547.492367840932,20
90917,20.96207025411061,605833.7622776381,12693.736805602792,20
22741,20.96207025411061,605870.5381014146,4676.169346302624,20
83798,20.96207025411061,605891.0108524923,8279.171882325252,20
84759,20.96207025411061,605898.3842119818,3191.1531493471484,20
66741,20.96207025411061,605910.5039135533,18564.369270969997,20
94190,20.96207025411061,605921.6917791974,10983.195739531307,20
78559,20.96207025411061,605970.5948904385,62095.58923356577,20
55379,20.96207025411061,606004.9446624909,62100.741699373626,20
85981,20.96207025411061,606011.878134726,18584.339992541005,20
31968,20.96207025411061,606013.7442913137,18584.7076253888,20
82689,20.96207025411061,606032.3541238211,6104.816944222897,20
71832,20.96207025411061,606038.8879077573,2288.893651303839,20
21448,20.96207025411061,606061.2379948116,2793.4923812159577,20
37100,20.96207025411061,606080.2398693968,62112.03598040952,20
4421,20.96207025411061,606160.4499077154,0.0,20
45757,20.96207025411061,606244.8264490884,17432.15077954266,20
31782,20.96207025411061,606261.9466717967,18633.60349434396,20
96514,20.96207025411061,606263.8669644534,17795.80207436935,20
37809,20.96207025411061,606279.1527918461,18636.993099993677,20
47357,20.96207025411061,606319.9282805957,4039.010165582353,20
94014,20.96207025411061,606333.1523840937,12150.98579281832,20
4415,20.96207025411061,606361.5579593985,11610.067149117705,20
86783,20.96207025411061,606363.0925147252,18653.52922540086,20
35336,20.96207025411061,606370.9435363545,62155.64153045317,20
62117,20.96207025411061,606387.006660646,2663.2325346177095,20
48519,20.96207025411061,606423.1297149797,0.0,20
45681,20.96207025411061,606426.9190864539,18666.103060031404,20
6961,20.96207025411061,606429.998979057,15289.460324658176,20
483,20.96207025411061,606459.9546887681,13648.254066396184,20
89390,20.96207025411061,606501.1764232564,16442.317129827716,20
13027,20.96207025411061,606517.4162178797,9246.92582212959,20
98072,20.96207025411061,606539.3640942215,18688.25472656163,20
42156,20.96207025411061,606548.9034988745,18690.133989278278,20
78011,20.96207025411061,606670.0595396612,18714.00172931324,20
98132,20.96207025411061,606724.7466826467,14366.978405612084,20
5521,20.96207025411061,606786.1187300596,5684.7275530705665,20
83771,20.96207025411061,606798.0632142859,18739.218453214322,20
22830,20.96207025411061,606818.538066969,18743.2519991929,20
62361,20.96207025411061,606848.8008490049,12761.55583477451,20
15000,20.96207025411061,606870.7624771547,18753.540207999482,20
20128,20.96207025411061,606955.519314543,0.0,20
93173,20.96207025411061,606958.4089687513,18770.806566844025,20
87218,20.96207025411061,607024.1814553154,16659.829716770793,20
68308,20.96207025411061,607034.4802472373,12532.178345402463,20
63858,20.96207025411061,607074.8277626589,18793.741069243806,20
79559,20.96207025411061,607097.0562069503,18798.120072769212,20
15087,20.96207025411061,607124.5582656335,13141.442909972524,20
63021,20.96207025411061,607135.6642251814,9720.4159972274,20
48994,20.96207025411061,607175.7421473564,9362.636219045518,20
29107,20.96207025411061,607181.4949653156,9723.829037402807,20
19997,20.96207025411061,607198.964580317,18818.196022322452,20
73385,20.96207025411061,607199.5992516131,0.0,20
41591,20.96207025411061,607202.0134750496,16312.216489021019,20
68117,20.96207025411061,607202.9793232408,14426.542884533017,20
58777,20.96207025411061,607205.5701185828,0.0,20
5340,20.96207025411061,607281.0036491904,18834.35771889051,20
75172,20.96207025411061,607294.653514521,8544.650099030674,20
36825,20.96207025411061,607326.3332705171,14008.170109013074,20
70025,20.96207025411061,607345.5544536809,11984.66489467963,20
98692,20.96207025411061,607351.8082242094,18848.306220169252,20
66468,20.96207025411061,607383.9640734177,10582.98370344707,20
86946,20.96207025411061,607461.3004336206,12200.397423659957,20
40304,20.96207025411061,607466.6425803881,12034.124699510769,20
38754,20.96207025411061,607477.3479680152,18873.03754969901,20
22719,20.96207025411061,607505.8896515062,15723.498464036944,20
30287,20.96207025411061,607542.4204849702,16533.573768379145,20
49583,20.96207025411061,607548.0656384956,14047.41193170697,20
77602,20.96207025411061,607569.7175739572,18891.23436206957,20
16069,20.96207025411061,607575.1477174878,15727.051134532085,20
92905,20.96207025411061,607690.8186305562,11942.078636768507,20
42878,20.96207025411061,607697.5707315734,14986.967749142721,20
51146,20.96207025411061,607734.1365312446,18923.624896655187,20
87347,20.96207025411061,607765.8967084903,13086.419031086494,20
41190,20.96207025411061,607769.5427428483,13105.579083447967,20
15850,20.96207025411061,607783.6326262194,0.0,20
83146,20.96207025411061,607790.4514559077,13123.447622131702,20
35047,20.96207025411061,607799.9981732314,18936.599640126573,20
48154,20.96207025411061,607832.8589991144,18943.073222825537,20
548,20.96207025411061,607841.551775192,17754.574739759395,20
56537,20.96207025411061,607869.2458918681,18950.241440698017,20
46584,20.96207025411061,607870.5894770111,18950.506126971195,20
15998,20.96207025411061,607874.5325731677,18951.282916914046,20
9909,20.96207025411061,607876.9334515252,18951.755889950466,20
90069,20.96207025411061,607903.857689568,14449.693662285601,20
39998,20.96207025411061,607909.2106005795,18958.114488314168,20
76636,20.96207025411061,607929.7593999153,16008.258856704848,20
53145,20.96207025411061,607976.802688771,14850.736403763207,20
9853,20.96207025411061,607987.6969176627,13988.871205253334,20
35905,20.96207025411061,607992.1645403703,5329.02044887354,20
94812,20.96207025411061,607993.7100752438,18974.760884823045,20
96713,20.96207025411061,608004.6193468365,18976.910011326778,20
17490,20.96207025411061,608030.1362235361,18981.93683603662,20
4124,20.96207025411061,608082.3103637008,15433.74054627202,20
8035,20.96207025411061,608083.0665943043,18992.364119077945,20
40260,20.96207025411061,608092.2725687524,13692.435437553657,20
77074,20.96207025411061,608113.7399215902,1828.926539203614,20
43620,20.96207025411061,608120.5594784241,9303.76129105885,20
51699,20.96207025411061,608122.1154090654,19000.056735585888,20
55749,20.96207025411061,608133.3772484999,19002.27531795448,20
14903,20.96207025411061,608150.6059947661,19005.66938096893,20
62970,20.96207025411061,608194.2954712056,62429.14432068083,20
91411,20.96207025411061,608268.2026840441,19028.8359287567,20
53269,20.96207025411061,608278.8931272498,12683.556873873371,20
13512,20.96207025411061,608314.1047360667,19037.87863300513,20
27796,20.96207025411061,608316.311089677,13380.724977579102,20
75876,20.96207025411061,608323.7809741896,13532.319532515248,20
83698,20.96207025411061,608338.9074546342,12576.602526951581,20
27872,20.96207025411061,608342.2259487801,0.0,20
39072,20.96207025411061,608389.8608714745,19052.802591680484,20
8200,20.96207025411061,608395.9123547392,82.8661474996261,20
7262,20.96207025411061,608429.0769791963,19060.528164901683,20
24321,20.96207025411061,608433.1057151662,13574.469079867122,20
71569,20.96207025411061,608453.6620759194,19065.37142895614,20
3656,20.96207025411061,608464.7336813711,0.0,20
48120,20.96207025411061,608537.0004669956,16389.263768133453,20
81817,20.96207025411061,608567.1056635217,17863.980111915298,20
56289,20.96207025411061,608597.3518945539,10652.291995089829,20
47216,20.96207025411061,608633.004281435,11113.555281245222,20
26385,20.96207025411061,608666.0002011254,19107.202039621705,20
90377,20.96207025411061,608672.0197400051,16212.635459402605,20
76987,20.96207025411061,608687.0557097661,19111.349974823934,20
28511,20.96207025411061,608710.3674203159,14430.33450304433,20
36580,20.96207025411061,608730.9036522822,11913.935332730223,20
39414,20.96207025411061,608736.6372784105,10227.225225182756,20
20546,20.96207025411061,608759.3063706926,14409.738274080264,20
61508,20.96207025411061,608759.5281084363,19125.62703736194,20
4828,20.96207025411061,608891.9905447047,8361.572940861086,20
6362,20.96207025411061,608996.4451635213,15452.324064074644,20
1913,20.96207025411061,609021.3769534036,10211.044635467806,20
43399,20.96207025411061,609055.3002295434,12381.253558721488,20
33022,20.96207025411061,609060.8739615859,15526.339535375475,20
90120,20.96207025411061,609102.8166456261,6633.5346889050925,20
8548,20.96207025411061,609110.1137770069,10213.838627438687,20
18945,20.96207025411061,609129.3402008222,13384.51279758737,20
21050,20.96207025411061,609154.0844082297,16837.527707217494,20
76926,20.96207025411061,609306.719547209,19241.779688500217,20
30725,20.96207025411061,609327.1960877085,9454.57203661976,20
64717,20.96207025411061,609336.1396166368,0.0,20
97913,20.96207025411061,609414.1417337494,0.0,20
23935,20.96207025411061,609415.670406619,15072.660804854037,20
2626,20.96207025411061,609423.891696173,0.0,20
98063,20.96207025411061,609456.7063743941,16527.545551545918,20
42170,20.96207025411061,609502.5226944665,19289.99621351238,20
3927,20.96207025411061,609538.1541741674,9699.297159254318,20
27140,20.96207025411061,609542.6059085083,11201.43051970101,20
83204,20.96207025411061,609550.0831520188,18312.47331390262,20
77865,20.96207025411061,609608.7058781907,14350.127790185557,20
62236,20.96207025411061,609620.4967716727,19319.04733002442,20
33060,20.96207025411061,609676.772146715,11073.406599532376,20
20923,20.96207025411061,609690.3697462319,16360.480658088905,20
32295,20.96207025411061,609700.0910930085,16698.785955320003,20
99583,20.96207025411061,609728.0735332031,19345.538107551256,20
40490,20.96207025411061,609745.8415729323,0.0,20
26064,20.96207025411061,609746.1300852676,19349.984533497132,20
99713,20.96207025411061,609779.2767972911,19358.146911332937,20
87829,20.96207025411061,609785.9673257736,11292.161536839863,20
49179,20.96207025411061,609839.4699275321,62675.920489129814,20
44186,20.96207025411061,609840.1964134488,19373.148366811773,20
26720,20.96207025411061,609885.705782455,17504.826581007896,20
17372,20.96207025411061,609927.8219780114,19394.72616208531,20
46514,20.96207025411061,609938.875861212,8766.158608077887,20
14327,20.96207025411061,609959.9707357544,19402.642793679523,20
35439,20.96207025411061,609978.5899341368,8527.244090197892,20
89654,20.96207025411061,609979.1802300441,19407.373131648346,20
6638,20.96207025411061,610054.4423977262,16644.612620699176,20
34874,20.96207025411061,610099.9367353052,19437.10942106892,20
28722,20.96207025411061,610158.4193927285,19451.510775459377,20
46952,20.96207025411061,610190.3007323637,8918.296939971093,20
81150,20.96207025411061,610230.2678529066,15616.71260337469,20
76398,20.96207025411061,610269.1609548336,19478.78088512778,20
88843,20.96207025411061,610291.9892324313,19484.402348486212,20
74198,20.96207025411061,610292.4803503401,0.0,20
3434,20.96207025411061,610332.1647230155,17233.021146501254,20
94463,20.96207025411061,610394.3976238522,19509.620414873614,20
51333,20.96207025411061,610399.2020053315,10413.486759342653,20
48558,20.96207025411061,610433.9801898338,18067.19539532368,20
66000,20.96207025411061,610534.5769799347,16282.202994796615,20
94647,20.96207025411061,610538.8979392203,9178.376402202932,20
38414,20.96207025411061,610548.3668041661,19547.53532552591,20
22536,20.96207025411061,610567.6960006506,19552.29514016022,20
72757,20.96207025411061,610589.2592197122,19557.605082854134,20
61521,20.96207025411061,610592.1795436053,13628.354006190966,20
76478,20.96207025411061,610594.4309312393,12396.65038726903,20
51612,20.96207025411061,610595.546223584,19559.15325755757,20
94195,20.96207025411061,610645.3779994708,0.0,20
31153,20.96207025411061,610662.4586405336,14574.369738088739,20
81637,20.96207025411061,610688.6825298655,19582.088072979386,20
71644,20.96207025411061,610703.1188271351,0.0,20
95361,20.96207025411061,610704.9078103746,13265.67033976312,20
83628,20.96207025411061,610707.9227156299,18606.401286829358,20
67305,20.96207025411061,610744.9335839788,19595.93989505479,20
38434,20.96207025411061,610745.258141647,19596.019817380555,20
51071,20.96207025411061,610774.9906669068,14468.796509951208,20
73360,20.96207025411061,610843.781041366,18214.949049848066,20
54418,20.96207025411061,610876.5419160154,13899.257954164408,20
33311,20.96207025411061,610891.9532322,19632.143483429245,20
74371,20.96207025411061,610907.5252215029,13693.885319191475,20
98855,20.96207025411061,610955.2621814184,15690.516125135196,20
40678,20.96207025411061,611001.1724434084,15498.02221641555,20
84366,20.96207025411061,611022.2678700913,13947.237436374955,20
9879,20.96207025411061,611036.885801316,62855.53287019739,20
78711,20.96207025411061,611115.52837654,11410.562347287916,20
7905,20.96207025411061,611126.4648593304,12287.982237059092,20
6894,20.96207025411061,611132.2390637278,4488.627967531305,20
84922,20.96207025411061,611133.2714253203,0.0,20
49423,20.96207025411061,611162.9998936873,19698.888723820506,20
73972,20.96207025411061,611186.6854370338,9338.213664162227,20
48674,20.96207025411061,611199.3197357422,19707.832484926505,20
69710,20.96207025411061,611243.1356616791,19718.622156688478,20
5505,20.96207025411061,611276.9868784104,9020.356648141402,20
76094,20.96207025411061,611278.011811256,19727.210408521787,20
80219,20.96207025411061,611295.2868754275,13660.229264673173,20
30969,20.96207025411061,611375.3452823644,19751.17877578223,20
11513,20.96207025411061,611380.1233502172,12539.621436946378,20
64611,20.96207025411061,611421.635678499,10932.844295997733,20
84989,20.96207025411061,611490.6049096395,16027.799361879821,20
91738,20.96207025411061,611612.8232153703,9907.268778932652,20
52034,20.96207025411061,611658.4851491627,19820.901967981306,20
80040,20.96207025411061,611681.814081023,19826.64671745192,20
85991,20.96207025411061,611721.49920247,9788.446886290149,20
66992,20.96207025411061,611770.566507768,13955.435641363263,20
99427,20.96207025411061,611790.6070828096,602.0293865178646,20
16271,20.96207025411061,611809.8414092738,9278.24990133649,20
17156,20.96207025411061,611861.995090492,19871.01629103365,20
64101,20.96207025411061,611886.5695375722,12417.093855464926,20
15673,20.96207025411061,611909.010203594,19882.59376263502,20
79375,20.96207025411061,611936.3792622162,0.0,20
70698,20.96207025411061,612002.0068540154,16587.7902454476,20
21227,20.96207025411061,612037.5511596429,16484.76695984442,20
95116,20.96207025411061,612044.8320353029,16265.545902632504,20
79912,20.96207025411061,612056.0329245686,19918.798107675015,20
89131,20.96207025411061,612059.08568076,18799.272785477835,20
70839,20.96207025411061,612087.8948007498,63013.18422011247,20
28318,20.96207025411061,612127.92104026,19936.500556164014,20
17985,20.96207025411061,612181.4478780093,19949.681539959798,20
20241,20.96207025411061,612202.6229972228,0.0,20
92906,20.96207025411061,612223.5448743254,0.0,20
56078,20.96207025411061,612225.2609854387,15247.037546974956,20
81672,20.96207025411061,612255.3126661554,19967.87074404076,20
30009,20.96207025411061,612276.8182550557,19973.166495307465,20
23532,20.96207025411061,612281.8443274428,14188.37711576403,20
96000,20.96207025411061,612287.3519907407,12233.446279452095,20
53891,20.96207025411061,612389.4585410698,20000.904165738437,20
92429,20.96207025411061,612390.0716979242,6375.995269832914,20
15492,20.96207025411061,612401.3907540689,17051.05946345353,20
26949,20.96207025411061,612417.7397453465,17532.561038808875,20
57726,20.96207025411061,612485.8041876226,15275.140739285107,20
88019,20.96207025411061,612508.8834244675,13355.647803723528,20
8624,20.96207025411061,612522.4341298549,14728.789206576155,20
74894,20.96207025411061,612535.0078104358,20036.74567331982,20
44500,20.96207025411061,612552.8250960934,18325.909994823,20
88610,20.96207025411061,612568.043917829,20044.880814765405,20
48300,20.96207025411061,612611.8778381019,12906.37549494757,20
88618,20.96207025411061,612620.0160640744,13269.032680138946,20
20980,20.96207025411061,612653.8963275887,3919.053709759053,20
91018,20.96207025411061,612679.5722497258,14451.25246941566,20
42286,20.96207025411061,612706.8778630713,14265.29430781419,20
79446,20.96207025411061,612728.0169164146,0.0,20
13294,20.96207025411061,612742.2696082621,20087.783891034545,20
45176,20.96207025411061,612748.7291346748,0.0,20
73449,20.96207025411061,612903.4590327501,20127.476786814717,20
60864,20.96207025411061,612919.0684955679,16827.878357598558,20
88367,20.96207025411061,613205.5239642124,20201.860276187304,20
46329,20.96207025411061,613259.0411731529,9811.077925955738,20
41495,20.96207025411061,613282.3414146501,0.0,20
93880,20.96207025411061,613350.9324573671,20237.66711762664,20
78920,20.96207025411061,613371.2145539717,15838.536018684652,20
30249,20.96207025411061,613390.1437073486,15776.892058519908,20
22486,20.96207025411061,613393.3064201407,14131.131787068422,20
9058,20.96207025411061,613404.3851305578,63210.657769583675,20
89145,20.96207025411061,613428.4201139901,20256.74845307006,20
90382,20.96207025411061,613461.2540395046,263.50052402683286,20
67972,20.96207025411061,613498.5686816722,20274.022537861776,20
51645,20.96207025411061,613512.3636287466,20277.419543578842,20
12693,20.96207025411061,613547.7088836818,20286.12331260665,20
25397,20.96207025411061,613569.675378686,16322.33706361142,20
46913,20.96207025411061,613575.340751823,15233.164778440587,20
63882,20.96207025411061,613593.0968145814,20297.300090590667,20
96899,20.96207025411061,613601.6801326715,20299.413732670364,20
39093,20.96207025411061,613617.4670670739,15734.579997021683,20
62163,20.96207025411061,613646.1758999422,20310.370815360773,20
80182,20.96207025411061,613663.7697950056,15077.112394509655,20
41459,20.96207025411061,613717.4806422216,20327.929608147067,20
17842,20.96207025411061,613741.0007247444,20333.7214284683,20
13550,20.96207025411061,613801.4608456475,1093.0830096592326,20
58222,20.96207025411061,613837.9129648975,20357.586067605997,20
92572,20.96207025411061,613892.0173024479,18533.566101390963,20
48537,20.96207025411061,613923.3243298103,12121.596638743533,20
10735,20.96207025411061,613938.3105681195,7426.778852791693,20
68637,20.96207025411061,613974.8050659804,13797.271651164861,20
81824,20.96207025411061,613976.2095245946,20391.64159543143,20
30995,20.96207025411061,613978.6819891526,10280.675107921808,20
94789,20.96207025411061,614024.1402280445,17485.19363413367,20
68454,20.96207025411061,614051.1723269487,20410.10118551113,20
64732,20.96207025411061,614062.7250990671,0.0,20
92245,20.96207025411061,614073.9451941624,12165.39544830453,20
14071,20.96207025411061,614080.9339196789,7597.916776580514,20
39207,20.96207025411061,614095.452516243,12369.988846495049,20
52966,20.96207025411061,614171.8727989347,20439.823676737666,20
85138,20.96207025411061,614175.5337738106,20440.725191800855,20
34210,20.96207025411061,614176.5063108262,12956.131034534359,20
30590,20.96207025411061,614200.8409140293,5854.334515963266,20
97237,20.96207025411061,614218.9621937947,19515.920474637947,20
38572,20.96207025411061,614243.7001135349,13534.676971934066,20
92168,20.96207025411061,614256.5577888938,18799.568457979636,20
9649,20.96207025411061,614262.3287609373,7041.254317728526,20
87656,20.96207025411061,614322.8154636386,18355.571529633926,20
52008,20.96207025411061,614327.5104838811,14931.898496944974,20
86460,20.96207025411061,614378.4977132247,18952.091843987728,20
48362,20.96207025411061,614382.5858756966,15137.495159009617,20
80987,20.96207025411061,614422.8428545456,14815.174648320586,20
54615,20.96207025411061,614438.265526235,20505.422885835374,20
83784,20.96207025411061,614442.7166849412,15286.704258533944,20
23410,20.96207025411061,614465.5742134206,19265.113110495935,20
50716,20.96207025411061,614472.114278249,20513.7581410188,20
78653,20.96207025411061,614525.227986778,20526.837391744077,20
20957,20.96207025411061,614581.9953830914,13218.61831687249,20
25943,20.96207025411061,614630.5309249961,15353.648190305801,20
52802,20.96207025411061,614637.9707970505,20554.60030877369,20
61270,20.96207025411061,614652.0963353702,18958.115722667244,20
3761,20.96207025411061,614678.7161621827,0.0,20
34125,20.96207025411061,614695.2045669507,9451.364549901853,20
19829,20.96207025411061,614697.6190257241,16460.31674022072,20
37785,20.96207025411061,614734.5155008165,0.0,20
60541,20.96207025411061,614738.7538465792,20579.418134720123,20
30885,20.96207025411061,614823.8264759957,20600.367269713955,20
51783,20.96207025411061,614841.6760795466,63426.25141193198,20
16770,20.96207025411061,614849.5240993999,15900.812914968468,20
18421,20.96207025411061,614861.1069802601,0.0,20
86310,20.96207025411061,614884.8975577812,10037.387428816433,20
47749,20.96207025411061,614894.1071558541,17954.06000039741,20
54420,20.96207025411061,614973.9667694067,9766.538651548828,20
94321,20.96207025411061,615001.0539382969,5425.599769530912,20
52052,20.96207025411061,615006.4607103647,15085.382407641133,20
21179,20.96207025411061,615026.8610524798,14637.696558780968,20
75664,20.96207025411061,615052.5115613884,20656.680971991882,20
33922,20.96207025411061,615054.1598893539,20657.086872753396,20
24935,20.96207025411061,615106.7312944642,12080.19304538644,20
94342,20.96207025411061,615117.4658714767,20672.675970851124,20
19691,20.96207025411061,615124.2418982827,15035.05899874166,20
69375,20.96207025411061,615143.3859455764,4705.738604120517,20
1345,20.96207025411061,615144.583767649,20291.39483340195,20
87978,20.96207025411061,615154.4792727714,14679.896816947497,20
21808,20.96207025411061,615170.1090008732,12925.385317391832,20
71798,20.96207025411061,615183.8558898206,16182.920002482977,20
6153,20.96207025411061,615221.2012545463,15686.583414839115,20
25335,20.96207025411061,615234.4928984148,20701.493876234657,20
58754,20.96207025411061,615338.4967358932,20727.104821213696,20
17124,20.96207025411061,615346.4765420652,5160.8439106666265,20
51248,20.96207025411061,615428.6560054042,20749.306541330792,20
31611,20.96207025411061,615435.2978316813,19923.38128991236,20
62189,20.96207025411061,615441.9347197119,9988.59506059645,20
33225,20.96207025411061,615455.6079161324,11082.542133274354,20
90023,20.96207025411061,615461.8435288359,12967.290125020663,20
15111,20.96207025411061,615494.2615183298,14386.071715954735,20
75642,20.96207025411061,615495.4200055083,13581.85168279177,20
66181,20.96207025411061,615562.0065796288,20782.1441202336,20
50879,20.96207025411061,615566.791139957,20783.32231821443,20
33563,20.96207025411061,615573.2841641844,20784.921225430386,20
12924,20.96207025411061,615582.0142769171,10533.104550672513,20
49379,20.96207025411061,615589.2148535246,6381.373489298181,20
4882,20.96207025411061,615593.5423801972,11186.217075619377,20
57568,20.96207025411061,615682.896881876,20811.913357161975,20
82330,20.96207025411061,615709.1679514688,10280.34504403502,20
51996,20.96207025411061,615729.8306705096,20823.47080261298,20
24961,20.96207025411061,615741.3729954307,16243.866566841138,20
83535,20.96207025411061,615791.0860716088,0.0,20
8430,20.96207025411061,615864.2673851245,7285.585945014449,20
7812,20.96207025411061,615881.405563568,4655.605129023017,20
78693,20.96207025411061,615891.0378358039,20863.168067066727,20
23969,20.96207025411061,615901.9267324426,0.0,20
78735,20.96207025411061,615919.8183383782,20870.25526582563,20
1400,20.96207025411061,615992.7291871845,12969.29481220567,20
57007,20.96207025411061,616003.3640760353,20890.828403723688,20
34826,20.96207025411061,616036.9613944233,15234.332091818076,20
70936,20.96207025411061,616064.0204901817,13544.021792802865,20
8138,20.96207025411061,616073.2860138954,20908.046680921747,20
85966,20.96207025411061,616105.684144748,15172.668477940384,20
81784,20.96207025411061,616108.0978856486,20916.619104340964,20
95115,20.96207025411061,616155.7787448552,20928.36051592059,20
46207,20.96207025411061,616221.0051854806,20944.42252692458,20
82917,20.96207025411061,616236.3241241991,20948.194815584022,20
33171,20.96207025411061,616245.3268772983,15032.56814540462,20
80225,20.96207025411061,616349.990990932,63652.4986486398,20
9261,20.96207025411061,616401.0877628088,11542.739109781272,20
96090,20.96207025411061,616410.9331245539,20991.192281921394,20
35281,20.96207025411061,616416.9599398341,13916.625522136386,20
8666,20.96207025411061,616429.2573341324,20995.704618530115,20
72214,20.96207025411061,616441.8147262246,7680.9304745813715,20
92150,20.96207025411061,616514.7202986893,12065.233279529239,20
50320,20.96207025411061,616517.9106901573,10359.985058525555,20
71249,20.96207025411061,616685.2649779489,21058.746500819892,20
71682,20.96207025411061,616687.7852772278,15725.209434763994,20
40121,20.96207025411061,616688.8770950281,21059.635984650668,20
63780,20.96207025411061,616694.8590089977,13379.874945441581,20
28324,20.96207025411061,616699.8642581258,63704.97963871887,20
18343,20.96207025411061,616711.7439044256,18274.94991462834,20
66687,20.96207025411061,616712.8011403678,13298.943563577348,20
64253,20.96207025411061,616743.8173187634,9971.55717606708,20
48478,20.96207025411061,616750.1953233167,21074.735598366737,20
78689,20.96207025411061,616756.9040369425,63713.53560554137,20
23927,20.96207025411061,616766.2913634032,15762.809581407673,20
96884,20.96207025411061,616818.985367293,13472.11634888919,20
55547,20.96207025411061,616849.7613506803,21099.253732605022,20
56376,20.96207025411061,616895.095101825,11120.742197484826,20
34664,20.96207025411061,616904.3832361475,14007.596083866509,20
99337,20.96207025411061,617043.0367558731,17448.86824597526,20
35362,20.96207025411061,617070.8061135458,20257.636167723846,20
40559,20.96207025411061,617123.0854708609,11615.987070909308,20
45158,20.96207025411061,617189.6588996043,17888.751694013277,20
32958,20.96207025411061,617192.5569213456,7254.544434078271,20
83652,20.96207025411061,617212.0597452291,12019.19815170153,20
31403,20.96207025411061,617239.9158998394,11302.830604292038,20
82178,20.96207025411061,617244.9983041044,21196.58083238572,20
