,weight,total_income,pitax,table_row
76109,20.96207025411061,0.0,0.0,1
47906,20.96207025411061,0.0,0.0,1
50915,20.96207025411061,0.0,0.0,1
50903,20.96207025411061,0.0,0.0,1
21666,20.96207025411061,0.0,0.0,1
21659,20.96207025411061,0.0,0.0,1
31254,20.96207025411061,0.0,0.0,1
62053,20.96207025411061,0.0,0.0,1
90440,20.96207025411061,0.0,0.0,1
23443,20.96207025411061,0.0,0.0,1
92732,20.96207025411061,0.0,0.0,1
16063,20.96207025411061,0.0,0.0,1
64006,20.96207025411061,0.0,0.0,1
16094,20.96207025411061,0.0,0.0,1
53984,20.96207025411061,0.0,0.0,1
45905,20.96207025411061,0.0,0.0,1
48044,20.96207025411061,0.0,0.0,1
13150,20.96207025411061,0.0,0.0,1
45902,20.96207025411061,0.0,0.0,1
21542,20.96207025411061,0.0,0.0,1
21530,20.96207025411061,0.0,0.0,1
35249,20.96207025411061,0.0,0.0,1
56509,20.96207025411061,0.0,0.0,1
96959,20.96207025411061,0.0,0.0,1
26419,20.96207025411061,0.0,0.0,1
48061,20.96207025411061,0.0,0.0,1
54015,20.96207025411061,0.0,0.0,1
56505,20.96207025411061,0.0,0.0,1
56501,20.96207025411061,0.0,0.0,1
6955,20.96207025411061,0.0,0.0,1
6948,20.96207025411061,0.0,0.0,1
48093,20.96207025411061,0.0,0.0,1
90449,20.96207025411061,0.0,0.0,1
21518,20.96207025411061,0.0,0.0,1
35266,20.96207025411061,0.0,0.0,1
59509,20.96207025411061,0.0,0.0,1
59507,20.96207025411061,0.0,0.0,1
54010,20.96207025411061,0.0,0.0,1
74308,20.96207025411061,0.0,0.0,1
81157,20.96207025411061,0.0,0.0,1
74302,20.96207025411061,0.0,0.0,1
39800,20.96207025411061,0.0,0.0,1
67408,20.96207025411061,0.0,0.0,1
40092,20.96207025411061,0.0,0.0,1
54227,20.96207025411061,0.0,0.0,1
40059,20.96207025411061,0.0,0.0,1
40054,20.96207025411061,0.0,0.0,1
16039,20.96207025411061,0.0,0.0,1
58196,20.96207025411061,0.0,0.0,1
37856,20.96207025411061,0.0,0.0,1
76113,20.96207025411061,0.0,0.0,1
28857,20.96207025411061,0.0,0.0,1
28856,20.96207025411061,0.0,0.0,1
39790,20.96207025411061,0.0,0.0,1
92880,20.96207025411061,0.0,0.0,1
87110,20.96207025411061,0.0,0.0,1
87108,20.96207025411061,0.0,0.0,1
99858,20.96207025411061,0.0,0.0,1
58781,20.96207025411061,0.0,0.0,1
82374,20.96207025411061,0.0,0.0,1
16427,20.96207025411061,0.0,0.0,1
16417,20.96207025411061,0.0,0.0,1
79715,20.96207025411061,0.0,0.0,1
45864,20.96207025411061,0.0,0.0,1
9469,20.96207025411061,0.0,0.0,1
90452,20.96207025411061,0.0,0.0,1
63268,20.96207025411061,0.0,0.0,1
95838,20.96207025411061,0.0,0.0,1
95824,20.96207025411061,0.0,0.0,1
67401,20.96207025411061,0.0,0.0,1
