id_n,Year,income_wage_l,income_dividends_c,income_interest_c,total_gross_income,pitax_w,pitax_c,pitax
10156,2018,0,0,0,0,0,0,0
14069,2018,0,0,0,0,0,0,0
14516,2018,25679,0,0,25679,2568,0,2568
9355,2018,0,0,0,0,0,0,0
10194,2018,0,0,0,0,0,0,0
3534,2018,3722,0,0,3722,372,0,372
2554,2018,0,0,0,0,0,0,0
7215,2018,0,150,0,150,0,15,15
10040,2018,0,0,0,0,0,0,0
208,2018,0,0,0,0,0,0,0
11813,2018,0,0,0,0,0,0,0
4929,2018,0,0,0,0,0,0,0
14486,2018,12032,0,0,12032,1203,0,1203
10288,2018,0,0,0,0,0,0,0
2283,2018,0,0,0,0,0,0,0
5642,2018,0,0,0,0,0,0,0
8721,2018,16973,0,0,16973,1697,0,1697
15014,2018,0,0,0,0,0,0,0
12952,2018,50554,0,0,50554,5055,0,5055
7679,2018,0,0,0,0,0,0,0
1897,2018,0,0,0,0,0,0,0
10314,2018,0,0,0,0,0,0,0
3931,2018,0,0,0,0,0,0,0
8214,2018,0,0,0,0,0,0,0
15221,2018,2880,0,0,2880,288,0,288
9405,2018,29961,0,0,29961,2996,0,2996
7689,2018,0,0,0,0,0,0,0
14189,2018,0,0,0,0,0,0,0
12086,2018,0,0,0,0,0,0,0
8648,2018,0,0,0,0,0,0,0
10265,2018,0,0,0,0,0,0,0
3624,2018,0,0,0,0,0,0,0
4644,2018,0,0,0,0,0,0,0
14786,2018,20695,0,0,20695,2070,0,2070
12739,2018,0,0,0,0,0,0,0
1489,2018,0,0,0,0,0,0,0
1665,2018,0,0,0,0,0,0,0
6691,2018,0,0,0,0,0,0,0
6717,2018,0,0,0,0,0,0,0
14568,2018,0,0,0,0,0,0,0
8273,2018,0,0,0,0,0,0,0
13226,2018,65532,0,0,65532,6553,0,6553
15029,2018,0,0,0,0,0,0,0
15285,2018,61663,0,0,61663,6166,0,6166
12925,2018,69230,0,0,69230,6923,0,6923
10540,2018,17423,0,0,17423,1742,0,1742
8886,2018,0,0,0,0,0,0,0
2806,2018,0,0,0,0,0,0,0
3,2018,0,0,0,0,0,0,0
14200,2018,0,0,0,0,0,0,0
3856,2018,0,0,0,0,0,0,0
2723,2018,13696,0,0,13696,1370,0,1370
6760,2018,0,0,0,0,0,0,0
13212,2018,32869,0,0,32869,3287,0,3287
13491,2018,22320,0,0,22320,2232,0,2232
5832,2018,0,61,0,61,0,6,6
15153,2018,15725,0,0,15725,1572,0,1572
4496,2018,0,0,0,0,0,0,0
6783,2018,0,0,0,0,0,0,0
6839,2018,0,0,0,0,0,0,0
12323,2018,0,0,0,0,0,0,0
15391,2018,0,0,0,0,0,0,0
14345,2018,0,0,0,0,0,0,0
4629,2018,0,8581,0,8581,0,858,858
13247,2018,30797,0,0,30797,3080,0,3080
14668,2018,42802,0,0,42802,4280,0,4280
3254,2018,0,0,0,0,0,0,0
15233,2018,0,28080,0,28080,0,2808,2808
9399,2018,47591,0,0,47591,4759,0,4759
6323,2018,0,0,0,0,0,0,0
3788,2018,0,0,0,0,0,0,0
1790,2018,0,0,0,0,0,0,0
6072,2018,0,0,0,0,0,0,0
6092,2018,0,0,0,0,0,0,0
12804,2018,0,0,0,0,0,0,0
12229,2018,0,0,0,0,0,0,0
6105,2018,0,0,0,0,0,0,0
4083,2018,3728,0,0,3728,373,0,373
6734,2018,6957,0,0,6957,696,0,696
14432,2018,36519,0,0,36519,3652,0,3652
15185,2018,28921,0,0,28921,2892,0,2892
12778,2018,0,0,0,0,0,0,0
12064,2018,0,0,0,0,0,0,0
4777,2018,0,0,0,0,0,0,0
5397,2018,11329,0,0,11329,1133,0,1133
5747,2018,0,0,0,0,0,0,0
11609,2018,51744,0,0,51744,5174,0,5174
2372,2018,0,0,0,0,0,0,0
13476,2018,51360,0,0,51360,5136,0,5136
10246,2018,59057,0,0,59057,5906,0,5906
1065,2018,0,0,0,0,0,0,0
917,2018,0,0,0,0,0,0,0
2520,2018,0,0,0,0,0,0,0
640,2018,0,0,0,0,0,0,0
2481,2018,0,195,0,195,0,20,20
14845,2018,0,0,0,0,0,0,0
13286,2018,32750,0,0,32750,3275,0,3275
10923,2018,0,0,0,0,0,0,0
10626,2018,0,0,0,0,0,0,0
2769,2018,0,0,0,0,0,0,0
3655,2018,0,9389,0,9389,0,939,939
8602,2018,0,0,0,0,0,0,0
12719,2018,0,45600,0,45600,0,4560,4560
9281,2018,57584,0,0,57584,5758,0,5758
11630,2018,46348,0,0,46348,4635,0,4635
6073,2018,0,0,0,0,0,0,0
6316,2018,0,2100,0,2100,0,210,210
14464,2018,0,0,0,0,0,0,0
14895,2018,0,0,0,0,0,0,0
12548,2018,63685,0,0,63685,6368,0,6368
1147,2018,0,0,0,0,0,0,0
11086,2018,0,0,0,0,0,0,0
227,2018,11323,0,0,11323,1132,0,1132
11042,2018,53157,0,0,53157,5316,0,5316
14467,2018,55436,0,0,55436,5544,0,5544
15005,2018,0,59670,0,59670,0,5967,5967
10201,2018,59916,0,0,59916,5992,0,5992
6333,2018,0,0,0,0,0,0,0
289,2018,0,7920,0,7920,0,792,792
2201,2018,6617,0,0,6617,662,0,662
8577,2018,0,0,0,0,0,0,0
11323,2018,0,0,0,0,0,0,0
12410,2018,0,0,0,0,0,0,0
15004,2018,0,0,0,0,0,0,0
2129,2018,0,0,0,0,0,0,0
631,2018,5992,0,0,5992,599,0,599
3626,2018,0,0,0,0,0,0,0
4642,2018,0,0,0,0,0,0,0
11537,2018,34238,0,0,34238,3424,0,3424
8161,2018,0,0,0,0,0,0,0
4222,2018,0,0,0,0,0,0,0
4893,2018,0,0,0,0,0,0,0
8008,2018,0,0,0,0,0,0,0
15181,2018,0,0,0,0,0,0,0
12858,2018,15640,0,0,15640,1564,0,1564
4337,2018,0,0,0,0,0,0,0
12699,2018,0,0,0,0,0,0,0
7713,2018,0,0,0,0,0,0,0
3532,2018,0,0,0,0,0,0,0
10857,2018,0,0,0,0,0,0,0
7644,2018,0,0,0,0,0,0,0
7133,2018,0,0,0,0,0,0,0
12906,2018,0,0,0,0,0,0,0
2336,2018,0,0,0,0,0,0,0
10500,2018,0,0,0,0,0,0,0
10913,2018,53058,0,0,53058,5306,0,5306
12463,2018,0,0,0,0,0,0,0
7152,2018,0,400,0,400,0,40,40
9279,2018,61693,0,0,61693,6169,0,6169
15074,2018,0,40000,0,40000,0,4000,4000
9253,2018,26482,0,0,26482,2648,0,2648
15425,2018,30745,0,0,30745,3074,0,3074
12454,2018,0,0,0,0,0,0,0
14563,2018,36455,0,0,36455,3646,0,3646
723,2018,0,0,0,0,0,0,0
3749,2018,2000,0,0,2000,200,0,200
5463,2018,0,0,0,0,0,0,0
8033,2018,0,0,0,0,0,0,0
1074,2018,0,0,0,0,0,0,0
1488,2018,0,0,0,0,0,0,0
10494,2018,0,0,0,0,0,0,0
209,2018,0,0,0,0,0,0,0
6505,2018,0,0,0,0,0,0,0
5828,2018,0,1200,0,1200,0,120,120
659,2018,0,0,0,0,0,0,0
3967,2018,0,200,0,200,0,20,20
3782,2018,0,0,0,0,0,0,0
2890,2018,4963,0,0,4963,496,0,496
7519,2018,0,0,0,0,0,0,0
12849,2018,0,0,0,0,0,0,0
9915,2018,0,0,0,0,0,0,0
10858,2018,0,0,0,0,0,0,0
12877,2018,18270,0,0,18270,1827,0,1827
5956,2018,0,0,0,0,0,0,0
12218,2018,0,0,0,0,0,0,0
4482,2018,0,0,0,0,0,0,0
14080,2018,0,0,0,0,0,0,0
1111,2018,6250,0,0,6250,625,0,625
8481,2018,0,0,0,0,0,0,0
3541,2018,0,0,0,0,0,0,0
4545,2018,0,0,0,0,0,0,0
2585,2018,0,0,0,0,0,0,0
9317,2018,51671,0,0,51671,5167,0,5167
6390,2018,0,0,0,0,0,0,0
10189,2018,45655,0,0,45655,4566,0,4566
11932,2018,0,0,0,0,0,0,0
1266,2018,0,0,0,0,0,0,0
11168,2018,27499,0,0,27499,2750,0,2750
2499,2018,0,0,0,0,0,0,0
9870,2018,63399,0,0,63399,6340,0,6340
14180,2018,0,0,0,0,0,0,0
6172,2018,0,0,0,0,0,0,0
8546,2018,0,0,0,0,0,0,0
15373,2018,0,0,0,0,0,0,0
13573,2018,0,0,0,0,0,0,0
3206,2018,0,0,0,0,0,0,0
7476,2018,0,0,0,0,0,0,0
11851,2018,0,0,0,0,0,0,0
5936,2018,0,500,0,500,0,50,50
7297,2018,0,0,0,0,0,0,0
6510,2018,0,0,0,0,0,0,0
8823,2018,0,0,0,0,0,0,0
8090,2018,63168,0,0,63168,6317,0,6317
3420,2018,0,0,0,0,0,0,0
5095,2018,0,0,0,0,0,0,0
4557,2018,0,0,0,0,0,0,0
11263,2018,66247,0,0,66247,6625,0,6625
10403,2018,0,0,0,0,0,0,0
8016,2018,0,0,0,0,0,0,0
5837,2018,11580,0,0,11580,1158,0,1158
8411,2018,52210,0,0,52210,5221,0,5221
7419,2018,0,0,0,0,0,0,0
10781,2018,4978,0,0,4978,498,0,498
8745,2018,66721,0,0,66721,6672,0,6672
7735,2018,2346,0,0,2346,235,0,235
10669,2018,0,0,0,0,0,0,0
4170,2018,0,0,0,0,0,0,0
13621,2018,19174,0,0,19174,1917,0,1917
4206,2018,0,0,0,0,0,0,0
11720,2018,0,0,0,0,0,0,0
11270,2018,0,0,0,0,0,0,0
12352,2018,21537,0,0,21537,2154,0,2154
2688,2018,0,0,0,0,0,0,0
5871,2018,0,1800,0,1800,0,180,180
8173,2018,0,0,0,0,0,0,0
6615,2018,0,0,0,0,0,0,0
13777,2018,56182,0,0,56182,5618,0,5618
12841,2018,52492,0,0,52492,5249,0,5249
4729,2018,12284,0,0,12284,1228,0,1228
8782,2018,23283,0,0,23283,2328,0,2328
13095,2018,0,0,0,0,0,0,0
14642,2018,61247,0,0,61247,6125,0,6125
5783,2018,0,0,0,0,0,0,0
4255,2018,0,0,0,0,0,0,0
15097,2018,0,0,0,0,0,0,0
13725,2018,50571,0,0,50571,5057,0,5057
1331,2018,0,0,0,0,0,0,0
5635,2018,0,0,0,0,0,0,0
13372,2018,0,0,0,0,0,0,0
5103,2018,14138,0,0,14138,1414,0,1414
9014,2018,21911,0,0,21911,2191,0,2191
8881,2018,38950,0,0,38950,3895,0,3895
9127,2018,34238,0,0,34238,3424,0,3424
9113,2018,26961,0,0,26961,2696,0,2696
9839,2018,43370,0,0,43370,4337,0,4337
15179,2018,69355,0,0,69355,6936,0,6936
4151,2018,0,0,0,0,0,0,0
14147,2018,22017,0,0,22017,2202,0,2202
8539,2018,0,0,0,0,0,0,0
1577,2018,5738,0,0,5738,574,0,574
4210,2018,8661,0,0,8661,866,0,866
1380,2018,0,0,0,0,0,0,0
9118,2018,42825,0,0,42825,4282,0,4282
14611,2018,0,0,0,0,0,0,0
1974,2018,0,0,0,0,0,0,0
14341,2018,57878,0,0,57878,5788,0,5788
13740,2018,0,0,0,0,0,0,0
11300,2018,29200,0,0,29200,2920,0,2920
5303,2018,0,0,0,0,0,0,0
11215,2018,0,0,0,0,0,0,0
4897,2018,0,0,0,0,0,0,0
6735,2018,0,0,0,0,0,0,0
13233,2018,49335,0,0,49335,4934,0,4934
6733,2018,0,0,0,0,0,0,0
10991,2018,0,0,0,0,0,0,0
7634,2018,0,0,0,0,0,0,0
7126,2018,0,0,0,0,0,0,0
2756,2018,0,0,0,0,0,0,0
6420,2018,0,0,0,0,0,0,0
8132,2018,0,0,0,0,0,0,0
12495,2018,36620,0,0,36620,3662,0,3662
5490,2018,0,0,0,0,0,0,0
2698,2018,0,0,0,0,0,0,0
1416,2018,0,0,0,0,0,0,0
8268,2018,0,0,0,0,0,0,0
6684,2018,0,0,0,0,0,0,0
6752,2018,0,0,0,0,0,0,0
13422,2018,5122,0,0,5122,512,0,512
3815,2018,0,0,0,0,0,0,0
1857,2018,0,0,0,0,0,0,0
6405,2018,0,0,0,0,0,0,0
13433,2018,26656,0,0,26656,2666,0,2666
12605,2018,55544,0,0,55544,5554,0,5554
6606,2018,0,0,0,0,0,0,0
14402,2018,56884,0,0,56884,5688,0,5688
10286,2018,21215,0,0,21215,2122,0,2122
14460,2018,0,0,0,0,0,0,0
12269,2018,0,0,0,0,0,0,0
3816,2018,0,0,0,0,0,0,0
10159,2018,0,0,0,0,0,0,0
8190,2018,0,0,0,0,0,0,0
12598,2018,59916,0,0,59916,5992,0,5992
8125,2018,0,0,0,0,0,0,0
8633,2018,0,0,0,0,0,0,0
9060,2018,0,0,0,0,0,0,0
11672,2018,0,0,0,0,0,0,0
14995,2018,0,0,0,0,0,0,0
9380,2018,0,0,0,0,0,0,0
11287,2018,0,40000,0,40000,0,4000,4000
9130,2018,0,0,0,0,0,0,0
10254,2018,56872,0,0,56872,5687,0,5687
12467,2018,0,0,0,0,0,0,0
14383,2018,0,0,0,0,0,0,0
5770,2018,0,0,0,0,0,0,0
6854,2018,0,0,0,0,0,0,0
13367,2018,58832,0,0,58832,5883,0,5883
5790,2018,0,0,0,0,0,0,0
1780,2018,2444,0,0,2444,244,0,244
7443,2018,0,0,0,0,0,0,0
12669,2018,52022,0,0,52022,5202,0,5202
11342,2018,69825,0,0,69825,6982,0,6982
4134,2018,0,0,0,0,0,0,0
10487,2018,0,0,0,0,0,0,0
7166,2018,0,0,0,0,0,0,0
2333,2018,0,100,0,100,0,10,10
1751,2018,0,0,0,0,0,0,0
8901,2018,0,0,0,0,0,0,0
2653,2018,0,0,0,0,0,0,0
5884,2018,4895,0,0,4895,490,0,490
5449,2018,12828,0,0,12828,1283,0,1283
2922,2018,0,0,0,0,0,0,0
9724,2018,0,0,0,0,0,0,0
12670,2018,0,0,0,0,0,0,0
15349,2018,34754,0,0,34754,3475,0,3475
5081,2018,6042,0,0,6042,604,0,604
9403,2018,26088,0,0,26088,2609,0,2609
6231,2018,0,0,0,0,0,0,0
13637,2018,0,0,0,0,0,0,0
15303,2018,0,0,0,0,0,0,0
1954,2018,0,0,0,0,0,0,0
11574,2018,0,0,0,0,0,0,0
575,2018,0,0,0,0,0,0,0
7474,2018,0,0,0,0,0,0,0
11654,2018,0,0,0,0,0,0,0
13238,2018,0,0,0,0,0,0,0
8683,2018,22085,0,0,22085,2208,0,2208
874,2018,0,0,0,0,0,0,0
1667,2018,13251,0,0,13251,1325,0,1325
4464,2018,0,0,0,0,0,0,0
3571,2018,0,0,0,0,0,0,0
7597,2018,0,0,0,0,0,0,0
3584,2018,7500,0,0,7500,750,0,750
10957,2018,0,0,0,0,0,0,0
9273,2018,0,0,0,0,0,0,0
11383,2018,42292,0,0,42292,4229,0,4229
15526,2018,27177,0,0,27177,2718,0,2718
9473,2018,0,0,0,0,0,0,0
12832,2018,0,0,0,0,0,0,0
980,2018,0,0,0,0,0,0,0
1844,2018,0,11429,0,11429,0,1143,1143
12742,2018,0,0,0,0,0,0,0
4568,2018,0,0,0,0,0,0,0
1640,2018,0,0,0,0,0,0,0
4104,2018,0,0,0,0,0,0,0
1255,2018,0,0,0,0,0,0,0
10663,2018,45753,0,0,45753,4575,0,4575
2851,2018,0,0,0,0,0,0,0
11892,2018,36849,0,0,36849,3685,0,3685
14207,2018,0,0,0,0,0,0,0
985,2018,0,0,0,0,0,0,0
0,2018,0,0,0,0,0,0,0
7090,2018,0,0,0,0,0,0,0
37,2018,0,0,0,0,0,0,0
5078,2018,1621,0,0,1621,162,0,162
11074,2018,0,0,0,0,0,0,0
4507,2018,0,0,0,0,0,0,0
11393,2018,63851,0,0,63851,6385,0,6385
9998,2018,0,0,0,0,0,0,0
11083,2018,0,0,0,0,0,0,0
4430,2018,10128,0,0,10128,1013,0,1013
2192,2018,0,0,0,0,0,0,0
10498,2018,0,34000,0,34000,0,3400,3400
5350,2018,0,0,0,0,0,0,0
3125,2018,0,0,0,0,0,0,0
14564,2018,0,0,0,0,0,0,0
4296,2018,0,0,0,0,0,0,0
4484,2018,0,0,0,0,0,0,0
1445,2018,0,0,0,0,0,0,0
15057,2018,11984,0,0,11984,1198,0,1198
8131,2018,0,105,0,105,0,10,10
7363,2018,8081,0,0,8081,808,0,808
10615,2018,0,0,0,0,0,0,0
10289,2018,5609,0,0,5609,561,0,561
12984,2018,0,0,0,0,0,0,0
7132,2018,0,0,0,0,0,0,0
9098,2018,0,0,0,0,0,0,0
1387,2018,0,0,0,0,0,0,0
2167,2018,0,0,0,0,0,0,0
7542,2018,987,0,0,987,99,0,99
5314,2018,0,450,0,450,0,45,45
10103,2018,16818,0,0,16818,1682,0,1682
5721,2018,0,0,0,0,0,0,0
2430,2018,0,0,0,0,0,0,0
15272,2018,51092,0,0,51092,5109,0,5109
2284,2018,0,0,0,0,0,0,0
1023,2018,0,0,0,0,0,0,0
9849,2018,0,0,0,0,0,0,0
10848,2018,44322,0,0,44322,4432,0,4432
11849,2018,0,0,0,0,0,0,0
8636,2018,33149,0,0,33149,3315,0,3315
8225,2018,42795,0,0,42795,4280,0,4280
12524,2018,51431,0,0,51431,5143,0,5143
8847,2018,0,0,0,0,0,0,0
14070,2018,0,0,0,0,0,0,0
14641,2018,0,0,0,0,0,0,0
7578,2018,1511,0,0,1511,151,0,151
4372,2018,0,0,0,0,0,0,0
5738,2018,0,720,0,720,0,72,72
3438,2018,0,0,0,0,0,0,0
13143,2018,0,0,0,0,0,0,0
9274,2018,65816,0,0,65816,6582,0,6582
12395,2018,0,0,0,0,0,0,0
14906,2018,0,0,0,0,0,0,0
13072,2018,0,0,0,0,0,0,0
9222,2018,0,0,0,0,0,0,0
14799,2018,0,0,0,0,0,0,0
9395,2018,0,0,0,0,0,0,0
10105,2018,21655,0,0,21655,2166,0,2166
13434,2018,0,0,0,0,0,0,0
10539,2018,0,0,0,0,0,0,0
14234,2018,0,0,0,0,0,0,0
11368,2018,32388,0,0,32388,3239,0,3239
10482,2018,0,0,0,0,0,0,0
14820,2018,26056,0,0,26056,2606,0,2606
10488,2018,16521,0,0,16521,1652,0,1652
6616,2018,0,0,0,0,0,0,0
5418,2018,0,0,0,0,0,0,0
7048,2018,0,1893,0,1893,0,189,189
5959,2018,0,120,0,120,0,12,12
9793,2018,14881,0,0,14881,1488,0,1488
2735,2018,0,0,0,0,0,0,0
13481,2018,0,0,0,0,0,0,0
11553,2018,59910,0,0,59910,5991,0,5991
10550,2018,61130,0,0,61130,6113,0,6113
1662,2018,0,0,0,0,0,0,0
12103,2018,0,0,0,0,0,0,0
15291,2018,0,0,0,0,0,0,0
15316,2018,0,0,0,0,0,0,0
15510,2018,0,0,0,0,0,0,0
14479,2018,60717,0,0,60717,6072,0,6072
14053,2018,0,0,0,0,0,0,0
7603,2018,0,0,0,0,0,0,0
12743,2018,68271,0,0,68271,6827,0,6827
2710,2018,0,0,0,0,0,0,0
3322,2018,0,8379,0,8379,0,838,838
5253,2018,0,0,0,0,0,0,0
58,2018,0,11300,0,11300,0,1130,1130
226,2018,0,0,0,0,0,0,0
206,2018,0,0,0,0,0,0,0
10899,2018,0,0,0,0,0,0,0
7321,2018,0,0,0,0,0,0,0
14565,2018,35053,0,0,35053,3505,0,3505
12666,2018,27777,0,0,27777,2778,0,2778
11343,2018,20006,0,0,20006,2001,0,2001
7797,2018,26251,0,0,26251,2625,0,2625
2304,2018,0,500,0,500,0,50,50
15408,2018,0,0,0,0,0,0,0
12522,2018,0,64440,0,64440,0,6444,6444
5814,2018,0,11356,0,11356,0,1136,1136
7590,2018,0,0,0,0,0,0,0
9694,2018,51480,0,0,51480,5148,0,5148
7871,2018,0,0,0,0,0,0,0
1842,2018,0,0,0,0,0,0,0
6186,2018,0,0,0,0,0,0,0
10009,2018,0,0,0,0,0,0,0
5703,2018,0,0,0,0,0,0,0
10875,2018,0,0,0,0,0,0,0
8558,2018,0,0,0,0,0,0,0
2015,2018,0,0,0,0,0,0,0
1959,2018,0,0,0,0,0,0,0
7729,2018,0,0,0,0,0,0,0
772,2018,0,0,0,0,0,0,0
1497,2018,3434,0,0,3434,343,0,343
4333,2018,0,0,0,0,0,0,0
4340,2018,9050,0,0,9050,905,0,905
8528,2018,0,0,0,0,0,0,0
5055,2018,0,0,0,0,0,0,0
6882,2018,0,250,0,250,0,25,25
6780,2018,0,0,0,0,0,0,0
9805,2018,0,0,0,0,0,0,0
6363,2018,0,0,0,0,0,0,0
12958,2018,35159,0,0,35159,3516,0,3516
9042,2018,0,0,0,0,0,0,0
12036,2018,0,0,0,0,0,0,0
12684,2018,18818,0,0,18818,1882,0,1882
8544,2018,0,0,0,0,0,0,0
4931,2018,0,0,0,0,0,0,0
5827,2018,0,0,0,0,0,0,0
8705,2018,0,0,0,0,0,0,0
11286,2018,0,0,0,0,0,0,0
477,2018,0,0,0,0,0,0,0
11295,2018,0,0,0,0,0,0,0
2266,2018,0,0,0,0,0,0,0
12311,2018,0,0,0,0,0,0,0
3617,2018,0,0,0,0,0,0,0
430,2018,0,0,0,0,0,0,0
7850,2018,51900,0,0,51900,5190,0,5190
2150,2018,0,0,0,0,0,0,0
9481,2018,0,0,0,0,0,0,0
3164,2018,6004,0,0,6004,600,0,600
1187,2018,0,0,0,0,0,0,0
12549,2018,17596,0,0,17596,1760,0,1760
14315,2018,0,0,0,0,0,0,0
8428,2018,0,0,0,0,0,0,0
7601,2018,0,0,0,0,0,0,0
2000,2018,0,0,0,0,0,0,0
6193,2018,0,12666,0,12666,0,1267,1267
13860,2018,0,0,0,0,0,0,0
3616,2018,2567,0,0,2567,257,0,257
9770,2018,57616,0,0,57616,5762,0,5762
732,2018,8951,0,0,8951,895,0,895
15044,2018,0,0,0,0,0,0,0
6454,2018,1396,0,0,1396,140,0,140
5249,2018,0,0,0,0,0,0,0
9961,2018,0,0,0,0,0,0,0
13361,2018,23388,0,0,23388,2339,0,2339
7570,2018,5213,0,0,5213,521,0,521
11880,2018,0,0,0,0,0,0,0
5048,2018,0,0,0,0,0,0,0
11752,2018,17566,0,0,17566,1757,0,1757
1859,2018,0,0,0,0,0,0,0
883,2018,0,0,0,0,0,0,0
8421,2018,62010,0,0,62010,6201,0,6201
14670,2018,40465,0,0,40465,4046,0,4046
1737,2018,0,550,0,550,0,55,55
9382,2018,32905,0,0,32905,3290,0,3290
5381,2018,0,0,0,0,0,0,0
4513,2018,0,208,0,208,0,21,21
6005,2018,0,0,0,0,0,0,0
11338,2018,0,0,0,0,0,0,0
10213,2018,0,0,0,0,0,0,0
5246,2018,0,0,0,0,0,0,0
1734,2018,0,0,0,0,0,0,0
5572,2018,0,0,0,0,0,0,0
12483,2018,0,48060,0,48060,0,4806,4806
4748,2018,0,0,0,0,0,0,0
14603,2018,0,0,0,0,0,0,0
14037,2018,0,0,0,0,0,0,0
988,2018,0,0,0,0,0,0,0
8719,2018,0,0,0,0,0,0,0
7323,2018,0,0,0,0,0,0,0
7104,2018,0,12830,0,12830,0,1283,1283
4621,2018,0,0,0,0,0,0,0
813,2018,0,0,0,0,0,0,0
13370,2018,38704,0,0,38704,3870,0,3870
8504,2018,22000,0,0,22000,2200,0,2200
1071,2018,0,0,0,0,0,0,0
4986,2018,0,0,0,0,0,0,0
12049,2018,0,0,0,0,0,0,0
14921,2018,0,0,0,0,0,0,0
14209,2018,0,0,0,0,0,0,0
6919,2018,0,0,0,0,0,0,0
9599,2018,0,0,0,0,0,0,0
12630,2018,47069,0,0,47069,4707,0,4707
11756,2018,56970,0,0,56970,5697,0,5697
763,2018,0,0,0,0,0,0,0
10999,2018,0,0,0,0,0,0,0
10458,2018,0,0,0,0,0,0,0
9339,2018,63715,0,0,63715,6372,0,6372
9964,2018,0,0,0,0,0,0,0
1175,2018,0,0,0,0,0,0,0
3898,2018,0,0,0,0,0,0,0
7262,2018,0,0,0,0,0,0,0
2205,2018,0,0,0,0,0,0,0
14123,2018,0,0,0,0,0,0,0
8039,2018,24477,0,0,24477,2448,0,2448
8835,2018,37533,0,0,37533,3753,0,3753
1041,2018,0,0,0,0,0,0,0
388,2018,0,0,0,0,0,0,0
2812,2018,0,0,0,0,0,0,0
6152,2018,0,0,0,0,0,0,0
8734,2018,0,0,0,0,0,0,0
431,2018,0,0,0,0,0,0,0
677,2018,6486,0,0,6486,649,0,649
8038,2018,19099,0,0,19099,1910,0,1910
10280,2018,0,0,0,0,0,0,0
12703,2018,0,27000,0,27000,0,2700,2700
9651,2018,0,0,0,0,0,0,0
453,2018,0,0,0,0,0,0,0
9235,2018,0,0,0,0,0,0,0
4005,2018,0,0,0,0,0,0,0
14469,2018,0,0,0,0,0,0,0
5775,2018,0,0,0,0,0,0,0
9125,2018,0,0,0,0,0,0,0
2905,2018,0,0,0,0,0,0,0
8055,2018,0,0,0,0,0,0,0
4975,2018,0,0,0,0,0,0,0
8248,2018,30209,0,0,30209,3021,0,3021
1284,2018,0,0,0,0,0,0,0
7622,2018,0,0,0,0,0,0,0
6900,2018,0,0,0,0,0,0,0
9768,2018,0,0,0,0,0,0,0
12899,2018,0,0,0,0,0,0,0
10491,2018,0,0,0,0,0,0,0
8530,2018,4866,0,0,4866,487,0,487
846,2018,0,0,0,0,0,0,0
4054,2018,0,0,0,0,0,0,0
7237,2018,0,0,0,0,0,0,0
903,2018,0,0,0,0,0,0,0
9642,2018,0,0,0,0,0,0,0
13952,2018,32733,0,0,32733,3273,0,3273
10785,2018,0,13174,0,13174,0,1317,1317
4329,2018,0,0,0,0,0,0,0
14369,2018,34740,0,0,34740,3474,0,3474
2758,2018,14123,0,0,14123,1412,0,1412
7327,2018,0,0,0,0,0,0,0
11002,2018,0,0,0,0,0,0,0
12618,2018,0,0,0,0,0,0,0
127,2018,0,0,0,0,0,0,0
12462,2018,62460,0,0,62460,6246,0,6246
3013,2018,2853,0,0,2853,285,0,285
1627,2018,0,0,0,0,0,0,0
5400,2018,0,1848,0,1848,0,185,185
2428,2018,0,0,0,0,0,0,0
8175,2018,17511,0,0,17511,1751,0,1751
2464,2018,0,0,0,0,0,0,0
3200,2018,0,0,0,0,0,0,0
5216,2018,0,0,0,0,0,0,0
8832,2018,0,0,0,0,0,0,0
418,2018,0,1590,0,1590,0,159,159
9886,2018,55624,0,0,55624,5562,0,5562
12797,2018,0,0,0,0,0,0,0
8986,2018,0,0,0,0,0,0,0
9070,2018,0,0,0,0,0,0,0
6137,2018,0,0,0,0,0,0,0
11895,2018,0,0,0,0,0,0,0
1645,2018,0,0,0,0,0,0,0
4272,2018,0,0,0,0,0,0,0
5014,2018,0,0,0,0,0,0,0
13688,2018,50600,0,0,50600,5060,0,5060
9955,2018,0,0,0,0,0,0,0
15364,2018,0,0,0,0,0,0,0
10268,2018,0,0,0,0,0,0,0
4949,2018,0,0,0,0,0,0,0
14391,2018,0,0,0,0,0,0,0
7353,2018,0,6120,0,6120,0,612,612
185,2018,0,0,0,0,0,0,0
2029,2018,0,0,0,0,0,0,0
3422,2018,862,0,0,862,86,0,86
5476,2018,0,0,0,0,0,0,0
6376,2018,0,0,0,0,0,0,0
9514,2018,56830,0,0,56830,5683,0,5683
6215,2018,0,0,0,0,0,0,0
13274,2018,49140,0,0,49140,4914,0,4914
1167,2018,0,0,0,0,0,0,0
5421,2018,3338,0,0,3338,334,0,334
5764,2018,9763,0,0,9763,976,0,976
13080,2018,0,0,0,0,0,0,0
7699,2018,0,0,0,0,0,0,0
2967,2018,0,0,0,0,0,0,0
4369,2018,0,0,0,0,0,0,0
7292,2018,0,0,0,0,0,0,0
8240,2018,30950,0,0,30950,3095,0,3095
9504,2018,0,0,0,0,0,0,0
1633,2018,6735,0,0,6735,674,0,674
11941,2018,54551,0,0,54551,5455,0,5455
2787,2018,0,0,0,0,0,0,0
4646,2018,0,0,0,0,0,0,0
493,2018,0,0,0,0,0,0,0
2357,2018,0,0,0,0,0,0,0
10243,2018,29496,0,0,29496,2950,0,2950
9022,2018,34766,0,0,34766,3477,0,3477
