,weight_2025,pitax_2025,total_income_2025,weight_ref_2025,pitax_ref_2025,total_income_ref_2025,weight_ref_2026,pitax_ref_2026,total_income_ref_2026,weight_ref_2027,pitax_ref_2027,total_income_ref_2027,weight_ref_2028,pitax_ref_2028,total_income_ref_2028,weight_ref_2029,pitax_ref_2029,total_income_ref_2029,weight_ref_2030,pitax_ref_2030,total_income_ref_2030,weight_ref_2031,pitax_ref_2031,total_income_ref_2031,weight_ref_2032,pitax_ref_2032,total_income_ref_2032,ETR_2025,ETR_ref_2025,ETR_ref_2026,ETR_ref_2027,ETR_ref_2028,ETR_ref_2029,ETR_ref_2030,ETR_ref_2031,ETR_ref_2032
48,23000.0,1457.0,13518.0,23000.0,1457.0,13518.0,23000.0,1839.0,15000.0,23000.0,726.0,16594.0,23000.0,1104.0,18342.0,23000.0,1523.0,20274.0,23000.0,1972.0,22410.0,23000.0,2569.0,24772.0,23000.0,3243.0,27381.0,0.10778221630418701,0.10778221630418701,0.1226,0.043750753284319634,0.06018972849198561,0.07512084443129131,0.08799643016510486,0.10370579686743098,0.11843979401774954
49,23000.0,1580.0,13816.0,23000.0,1580.0,13816.0,23000.0,1981.0,15331.0,23000.0,834.0,16959.0,23000.0,1232.0,18746.0,23000.0,1668.0,20721.0,23000.0,2155.0,22904.0,23000.0,2790.0,25318.0,23000.0,3496.0,27985.0,0.11436016213086277,0.11436016213086277,0.12921531537407865,0.04917742791438175,0.06572068707991038,0.08049804546112639,0.09408836884387006,0.1101982779050478,0.12492406646417724
50,22980.0,1646.0,14103.0,22980.0,1646.0,14103.0,22980.0,2050.0,15649.0,22980.0,910.0,17312.0,22980.0,1312.0,19136.0,22980.0,1748.0,21152.0,22980.0,2265.0,23380.0,22980.0,2909.0,25843.0,22980.0,3624.0,28566.0,0.1167127561511735,0.1167127561511735,0.13099878586491148,0.05256469500924214,0.06856187290969899,0.08263993948562784,0.09687767322497862,0.11256433076655187,0.12686410417979416
51,23000.0,1717.0,14483.0,23000.0,1717.0,14483.0,23000.0,2129.0,16072.0,23000.0,992.0,17779.0,23000.0,1402.0,19652.0,23000.0,1822.0,21722.0,23000.0,2392.0,24011.0,23000.0,3046.0,26541.0,23000.0,3776.0,29337.0,0.11855278602499482,0.11855278602499482,0.1324664011946242,0.05579616401372406,0.07134133930388764,0.08387809593960041,0.09962100703844072,0.11476583399269055,0.12871118382929406
52,23000.0,1809.0,14679.0,23000.0,1809.0,14679.0,23000.0,2235.0,16289.0,23000.0,1061.0,18019.0,23000.0,1486.0,19918.0,23000.0,1909.0,22016.0,23000.0,2519.0,24336.0,23000.0,3198.0,26900.0,23000.0,3950.0,29734.0,0.12323727774371551,0.12323727774371551,0.13720915955552826,0.05888229091514512,0.07460588412491213,0.08670966569767442,0.10350920447074294,0.11888475836431227,0.1328445550548194
53,23000.0,1849.0,14918.0,23000.0,1849.0,14918.0,23000.0,2277.0,16554.0,23000.0,1124.0,18312.0,23000.0,1548.0,20242.0,23000.0,2002.0,22374.0,23000.0,2608.0,24731.0,23000.0,3290.0,27337.0,23000.0,4048.0,30218.0,0.12394422844885374,0.12394422844885374,0.13754983689742661,0.061380515508955874,0.07647465665448078,0.08947885939036382,0.10545469249120537,0.12034970918535319,0.13395989145542392
54,23000.0,1997.0,15291.0,23000.0,1997.0,15291.0,23000.0,2445.0,16968.0,23000.0,1265.0,18770.0,23000.0,1701.0,20748.0,23000.0,2204.0,22934.0,23000.0,2845.0,25350.0,23000.0,3558.0,28021.0,23000.0,4348.0,30973.0,0.13059969916944608,0.13059969916944608,0.1440947666195191,0.06739477890250399,0.08198380566801619,0.09610185750414232,0.11222879684418145,0.12697619642411048,0.14038033125625546
55,23000.0,2068.0,15543.0,23000.0,2068.0,15543.0,23000.0,2523.0,17248.0,23000.0,1337.0,19080.0,23000.0,1782.0,21090.0,23000.0,2305.0,23312.0,23000.0,2960.0,25768.0,23000.0,3686.0,28483.0,23000.0,4489.0,31484.0,0.13305024769992924,0.13305024769992924,0.1462778293135436,0.07007337526205451,0.0844950213371266,0.0988761153054221,0.11487115802545793,0.12941052557665977,0.14258035827722018
56,23000.0,2080.0,15703.0,23000.0,2080.0,15703.0,23000.0,2535.0,17426.0,23000.0,1351.0,19277.0,23000.0,1797.0,21307.0,23000.0,2325.0,23552.0,23000.0,2979.0,26033.0,23000.0,3706.0,28777.0,23000.0,4510.0,31809.0,0.13245876584092212,0.13245876584092212,0.14547228279582233,0.07008351921979561,0.08433848031163467,0.09871773097826086,0.11443168286405715,0.12878340341244743,0.14178377188845925
57,23000.0,2132.0,16013.0,23000.0,2132.0,16013.0,23000.0,2591.0,17770.0,23000.0,1418.0,19657.0,23000.0,1847.0,21728.0,23000.0,2419.0,24017.0,23000.0,3079.0,26548.0,23000.0,3814.0,29345.0,23000.0,4627.0,32437.0,0.1331418222694061,0.1331418222694061,0.1458075407990996,0.07213715215953605,0.08500552282768778,0.10072032310446767,0.11597860479132138,0.12997103424774237,0.14264574405771188
