,id_n,Year,ADJST_TAXABLE_INCOME_M_9
879,59529,2024,8039958483.37
880,59639,2024,1665308.8
881,59684,2024,1169795.2
882,59776,2024,0.0
883,59830,2024,1951858.0
884,59838,2024,0.0
885,59850,2024,0.0
886,59899,2024,0.0
887,59923,2024,10031831.0
888,59952,2024,0.0
889,59967,2024,878247.0
890,59971,2024,342458003.1
891,59992,2024,2964203.0
892,60005,2024,160152000.0
893,60033,2024,16732.0
894,60140,2024,7441474.0
895,60183,2024,251801.65
896,60232,2024,10335573.32
897,60257,2024,55557119.3
898,60274,2024,63338711.0
899,60350,2024,51895.0
900,60357,2024,147148.0
901,60392,2024,0.0
902,60406,2024,0.0
903,60407,2024,157721172.0
904,60427,2024,1886591127.3
905,60513,2024,4198934.0
906,60553,2024,75085683.0
907,60571,2024,1020125.0
908,60582,2024,0.0
909,60598,2024,23800913.0
910,60625,2024,0.0
911,60648,2024,0.0
912,60669,2024,40338131.0
913,60684,2024,0.0
914,60695,2024,45009430.0
915,60735,2024,12152177.0
916,60750,2024,1268835.0
917,60842,2024,123283479.8
918,60907,2024,0.0
919,61017,2024,35051086.65
920,61037,2024,4297807.8
921,61088,2024,0.0
922,61115,2024,0.0
923,61153,2024,7176284.75
924,61155,2024,651708036.0
925,61158,2024,411546.0
926,61174,2024,90804.7
927,61190,2024,116474009.03
928,61238,2024,0.0
929,61324,2024,914.0
930,61371,2024,244763967.46
931,61522,2024,0.0
932,61612,2024,6560506.0
933,61659,2024,7643302.95
934,61693,2024,2524030.9
935,61761,2024,59499670.0
936,61816,2024,0.0
937,61974,2024,0.0
938,61989,2024,815500.0
939,62028,2024,0.0
940,62283,2024,2684699.55
941,62325,2024,0.0
942,62352,2024,8278.0
943,62425,2024,1996231623.32
944,62547,2024,169833.15
945,62598,2024,4711756.0
946,62624,2024,0.01
947,62634,2024,0.0
948,62641,2024,8157827.0
949,62670,2024,0.0
950,62759,2024,0.0
951,62921,2024,0.0
952,63408,2024,0.0
953,63418,2024,609000.0
954,63533,2024,430759.0
955,63536,2024,51881.0
956,63558,2024,932030.0
957,63620,2024,39800167.45
958,63755,2024,0.0
959,63927,2024,122506562.65
960,63958,2024,6991498.0
961,63962,2024,93336462.5
962,63977,2024,44956192.0
963,64047,2024,417778.45
964,64063,2024,5292133.82
965,64073,2024,1301210.0
966,64111,2024,833947.3
967,64141,2024,7010826.1
968,64161,2024,0.0
969,64211,2024,1021608.7
970,64214,2024,0.0
971,64251,2024,0.0
972,64303,2024,171441.0
973,64453,2024,224656.65
974,64522,2024,72744087.0
975,64531,2024,41834819.65
976,64545,2024,693362.15
977,64572,2024,6673596.0
978,64622,2024,0.0
979,64724,2024,2438924.0
980,64767,2024,854692810.0
981,64882,2024,2260665.0
982,64887,2024,233830.0
983,64932,2024,2534233.55
984,64970,2024,1524291.45
985,64990,2024,0.0
986,65008,2024,63770.29
987,65047,2024,0.0
988,65091,2024,13732499.0
989,65125,2024,355260684.0
990,65158,2024,14542678.0
991,65172,2024,0.0
992,65219,2024,2500.0
993,65232,2024,0.0
994,65314,2024,3742495.25
995,65370,2024,0.0
996,65409,2024,19460894.1
997,65547,2024,702490.88
998,65557,2024,0.0
999,65732,2024,0.0
1000,65742,2024,1156869.0
1001,65785,2024,33976354.0
1002,65815,2024,314919221.0
1003,65817,2024,30149698.0
1004,65840,2024,0.0
1005,65879,2024,14398104.4
1006,65906,2024,717727.67
1007,65937,2024,104047.0
1008,65944,2024,0.0
1009,65984,2024,1500000.0
1010,66157,2024,13527438.0
1011,66165,2024,0.0
1012,66190,2024,17100194.0
1013,66214,2024,0.0
1014,66291,2024,0.01
1015,66305,2024,0.0
1016,66354,2024,0.0
1017,66436,2024,322468047.0
1018,66558,2024,0.0
1019,66606,2024,8562046.84
1020,66653,2024,0.0
1021,66693,2024,0.0
1022,66705,2024,440867.13
1023,66739,2024,83430238.5
1024,66847,2024,0.0
1025,66854,2024,0.0
1026,67042,2024,0.0
1027,67155,2024,0.0
1028,67202,2024,38565.94
1029,67251,2024,378170.73
1030,67390,2024,1023.84
1031,67470,2024,2911537.0
1032,67516,2024,0.0
1033,67546,2024,1071972.0
1034,67613,2024,0.0
1035,67769,2024,4128392.15
1036,67793,2024,24700842.0
1037,68174,2024,93780.1
1038,68228,2024,0.0
1039,68345,2024,0.0
1040,68401,2024,0.0
1041,68552,2024,0.0
1042,68654,2024,21491.19
1043,68659,2024,714497.9
1044,68920,2024,1047236.0
1045,68982,2024,66706200.0
1046,69260,2024,125751.0
1047,69318,2024,144758.0
